"TICKER","MARKET","YEAR","LISTPRICE","VOLUMEIPODAY","OPENPRICEIPODAY","HIGHESTPRICEIPODAY","CLOSINGPRICEIPODAY","NEWSHARES","TOTALAPPLICATIONS","TOTALAPPLICATIONSHARES","TOTALBALLOTINGOSCBED"
49,"MAIN",2022,1.07256887063367,705042,1.30050446265893,1.486,1.398,NA,NA,NA,29.5759396533886
50,"ACE",2022,0.280091335738495,467406,0.194591757202792,0.246,0.25,NA,NA,NA,15.2590085742784
51,"ACE",2022,0.298838522023058,1024831,0.358278499081479,0.358,0.289,NA,NA,NA,61.3371543706228
52,"ACE",2022,0.279913493220548,1433764,0.499833935251199,0.582,0.53,2140000,NA,NA,11.0212925687407
53,"ACE",2022,0.513074692844479,2903029,0.554478284215679,0.644,0.544,NA,NA,NA,42.4707392875065
54,"ACE",2022,0.301052929096388,1464481,0.27807732818495,0.27,0.251,NA,NA,NA,4.10867917727607
55,"ACE",2022,0.28004463734029,482851,0.196637824137665,0.171,0.14,NA,NA,999999999,7.015044893401
56,"ACE",2022,0.330527200157444,2439908,0.599664406734001,0.698,0.674,NA,NA,NA,24.0030353184384
57,"ACE",2022,0.319871641834154,1880720,0.249910005316324,0.302,0.317,NA,NA,NA,2.36502560232375
58,"ACE",2022,0.320706197831879,1232571,0.796904681407346,0.89,0.811,NA,NA,NA,75.5823567942543
59,"ACE",2022,0.34968696916724,1718019,0.599602075951932,0.55,0.531,NA,NA,NA,21.3351887339025
60,"ACE",2022,0.318863442637312,1888156,0.42666331838489,0.523,0.525,NA,NA,NA,21.7178573490279
61,"ACE",2022,0.330473336401766,2025672,0.314186395034165,0.261,0.161,NA,NA,NA,15.5960674581096
62,"ACE",2022,0.318883376235527,1016516,0.364336764226918,0.328,0.293,NA,NA,NA,67.4733922539363
63,"ACE",2022,0.279650443922994,1945985,0.286471978632575,0.3,0.27,NA,NA,NA,11.0992615971271
64,"ACE",2022,0.309973357576859,1016395,0.328615365583121,0.4,0.353,NA,NA,NA,51.618391474952
65,"ACE",2022,0.332967754101245,1628971,0.250913659416362,0.281,0.238,NA,NA,NA,17.4892560077699
66,"ACE",2022,0.323162549324598,3297511,0.269788892193488,0.299,0.296,NA,NA,NA,17.5078679247972
67,"MAIN",2022,1.94357785253227,3663956,2.67744129909717,1.713,1.339,NA,NA,NA,10.3944109737992
68,"ACE",2022,0.266110539902724,1276578,0.80243634096739,0.878,0.739,NA,NA,NA,77.1278876161795
69,"ACE",2022,0.351364394685378,1506228,0.699554906419719,0.746,0.743,NA,NA,NA,16.8808696336613
70,"ACE",2022,0.363369360324593,1894741,0.826155799177193,1.19,0.751,NA,NA,NA,78.8732863359317
71,"MAIN",2021,1.02340128435652,1435015,1.41372631188449,1.598,1.518,NA,NA,NA,26.9783494913257
72,"MAIN",2021,1.09057816858538,3298657,1.01947970652186,1.205,1.06,NA,NA,NA,17.8241233461336
73,"ACE",2021,0.35760320841148,1039063,0.499197583748797,0.615,0.576,NA,NA,NA,64.2155145555394
74,"ACE",2021,0.200474597150527,1440689,0.706900480765993,0.705,0.476,NA,NA,NA,98.0555795066825
75,"ACE",2021,0.475524200594535,2478921,0.600224977903667,0.636,0.568,NA,NA,NA,17.1236183117985
76,"ACE",2021,0.230410451878798,1283162,0.342093704315278,0.352,0.308,NA,NA,NA,58.9919397638368
77,"MAIN",2021,0.678124640686957,1436869,1.4901087822046,5.178,1.679,NA,NA,999999999,42.295186699092
78,"MAIN",2021,1.31946837042827,492403,0.875392520120592,1,1.146,NA,NA,NA,28.1885280936856
79,"ACE",2021,0.48088525496288,1955318,0.612057869121991,0.781,0.553,NA,NA,NA,20.8476143797748
80,"MAIN",2021,1.42869530258056,2143358,1.40302298478888,7.071,1.755,NA,NA,NA,13.6247870731644
81,"MAIN",2021,0.94412243657963,514984,1.50540920655681,1.824,1.364,NA,NA,NA,18.8396891871837
82,"ACE",2021,0.481417962142115,1558086,0.696478140872211,0.705,0.437,NA,NA,NA,128.080176962456
83,"MAIN",2021,1.10648893530963,4287008,1.04585046552599,1.171,1.147,NA,NA,NA,13.9171463086472
84,"ACE",2021,0.479100578805662,2863871,0.614349427568495,0.778,0.509,NA,NA,999999999,23.5950656157364
85,"ACE",2021,0.330000037365587,1140865,0.712237957130774,0.721,0.488,NA,NA,NA,156.117105657516
86,"ACE",2021,0.362116124100728,1784336,0.803930021204648,0.875,0.751,NA,NA,NA,111.569534887747
87,"ACE",2021,0.684362053017055,1437794,1.50816474943225,1.673,1.531,NA,NA,NA,26.001573824164
88,"ACE",2021,0.477961886343417,2883875,0.3347454090148,0.387,0.269,NA,NA,NA,17.3114140423154
89,"ACE",2021,0.280004445602287,2650319,0.647780399497084,0.758,0.674,NA,NA,NA,90.9323073060067
90,"ACE",2021,0.449733298940512,1792854,0.614892075759388,0.778,0.651,NA,NA,NA,23.8274421541664
91,"ACE",2021,0.357660800717393,1358406,0.735256054595224,0.854,0.737,NA,NA,NA,11.5254132362547
92,"MAIN",2021,1.15756483042581,3649560,1.35397370702596,1.773,1.425,NA,NA,NA,3.26510896721591
93,"MAIN",2021,0.736488033343167,712893,0.583962394292817,0.65,0.582,NA,NA,NA,18.6074290169229
94,"MAIN",2021,1.0389831048347,958262,1.08853229496052,0.936,0.895,NA,NA,NA,2.60226628027398
95,"ACE",2021,0.280133931328917,1617440,0.437882026249086,0.55,0.53,NA,NA,NA,11.0535447401782
96,"ACE",2021,0.320534404996981,1884002,0.196747148911386,0.22,0.226,NA,NA,NA,4.21814497196685
97,"ACE",2021,0.350281406191813,2794806,0.600764421504345,0.693,0.534,NA,NA,NA,21.4950700644393
98,"ACE",2021,0.279921073073949,1433518,0.345532209957324,0.393,0.416,NA,NA,NA,17.6836805172452
99,"ACE",2021,0.329015517098108,1025124,0.656905609587624,0.787,0.676,NA,NA,NA,124.075117931457
100,"MAIN",2021,1.17634165721613,3677441,1.1288868964516,1.063,1.004,NA,NA,NA,18.729763103684
101,"MAIN",2021,1.10206809146501,33299,1.48231191949107,1.548,1.852,NA,NA,NA,20.4441395309212
102,"ACE",2021,0.329039613675134,1242096,0.301862337356783,0.307,0.288,NA,NA,NA,53.1782350343248
103,"ACE",2021,0.453308886733303,1905652,0.60477027007521,0.697,0.538,NA,NA,NA,22.035090460813
104,"ACE",2020,0.221581294070516,3052701,0.25326603394088,0.266,0.253,NA,NA,NA,17.51837657583
105,"MAIN",2020,0.702487243452255,1625737,0.717617303654675,0.758,0.704,NA,NA,NA,5.26060857156816
106,"ACE",2020,0.337658292074673,1061462,0.766149737598462,0.853,0.748,NA,NA,999999999,85.8943287298522
107,"ACE",2020,0.408085959415723,318031,0.748099544360363,0.813,0.753,NA,26781,NA,35.1106273937405
108,"ACE",2020,0.280057439842119,1187061,0.580899442038761,0.556,0.543,NA,NA,NA,7.87236337552403
109,"ACE",2020,0.339969360973764,2164469,0.814136024326766,1,0.851,NA,NA,999999999,107.228915180033
110,"MAIN",2020,1.31943794912041,3556734,1.57922085504939,1.7,1.683,NA,NA,NA,8.65329366232522
111,"ACE",2020,0.250179292303545,4312123,0.586501925650229,0.639,0.669,NA,NA,NA,10.5499775701281
112,"ACE",2020,0.414799024905039,1306145,0.651782373239143,0.808,0.611,NA,NA,999999999,120.074197211094
113,"ACE",2020,0.342321987167483,2167489,0.700624064351709,0.762,0.741,NA,NA,NA,121.482546261224
114,"ACE",2020,0.250113469417474,1448951,0.297161105084674,0.273,0.189,NA,NA,NA,12.4172542197565
115,"ACE",2020,0.231757776418628,2089962,0.857451094119382,1.194,0.718,NA,NA,999999999,73.6366371331694
116,"MAIN",2020,0.896993425619269,714765,1.42275837076744,1.825,1.366,NA,NA,NA,5.06360176676244
117,"MAIN",2020,1.07276681133987,2006418,1.32817080944901,1.741,1.627,NA,NA,NA,4.01286254258712
118,"MAIN",2020,0.771819313559291,2008417,0.335008393123882,0.464,0.406,NA,16548,NA,9.77723154720497
119,"ACE",2020,0.48116679533105,1982383,0.598480285869759,0.659,0.572,NA,NA,NA,24.3854481403585
120,"ACE",2020,0.486374208370857,2476076,0.622377024225507,0.823,0.78,NA,NA,NA,22.4466461321604
121,"ACE",2020,0.279907197671391,2944187,0.256781893658255,0.273,0.227,NA,NA,NA,33.7534314220747
122,"ACE",2020,0.230665363494287,4647996,0.199394746263212,0.248,0.255,NA,NA,NA,17.5920374325019
123,"ACE",2020,0.282134894445317,2181078,0.351022191688821,0.445,0.39,NA,NA,NA,12.0116203953163
124,"MAIN",2020,1.11320160854533,3657063,1.35439476293014,1.743,1.536,NA,NA,NA,4.46132742112118
125,"ACE",2019,0.245779081469468,4457043,0.501185619734636,0.648,0.627,NA,NA,NA,11.7141669044968
126,"ACE",2019,0.301397356352852,2165455,0.25944428135653,0.304,0.31,NA,NA,NA,33.0583550020312
127,"MAIN",2019,1.28676332763372,3293441,1.56247838917839,1.641,1.533,NA,NA,999999999,3.44784948635413
128,"ACE",2019,0.575041911090023,1916516,0.599054132707602,0.677,0.624,NA,NA,NA,2.73380928600893
129,"MAIN",2019,0.4239705864659,1052627,0.64785614557017,0.82,0.744,NA,NA,NA,88.3021381939647
130,"ACE",2019,0.579091025936184,1649807,0.333720936241944,0.4,0.392,NA,NA,NA,5.4084120060961
131,"MAIN",2019,1.47247444646505,1851914,1.37643960055991,1.591,1.465,NA,NA,999999999,5.050221266428
132,"ACE",2019,0.300289982631576,1068111,0.500869630456412,0.597,0.529,NA,NA,NA,39.0259162776519
133,"MAIN",2019,1.34423648675316,3943420,5.08345200084962,1.742,1.371,NA,NA,NA,3.59668442297288
134,"ACE",2019,0.347106547340144,1496973,0.980221518718546,1.022,0.838,NA,NA,NA,11.4251755283894
135,"ACE",2019,0.300443755421185,1075175,0.198153157361985,0.158,0.266,NA,NA,NA,11.307089158694
136,"ACE",2019,0.586198425510526,2006725,0.811602935676414,0.83,0.764,NA,NA,NA,47.0630956126036
137,"MAIN",2019,0.797318856142919,971668,1.45040512713045,1.321,1.507,NA,NA,999999999,5.06178736743698
138,"ACE",2019,0.614291579193977,981117,0.805034126426415,0.799,0.76,NA,NA,NA,3.84918853326432
139,"MAIN",2019,0.559904370490531,566733,0.359569679511248,0.399,0.398,NA,NA,NA,24.165687212683
140,"MAIN",2019,1.32365367981852,3702931,1.33052442142312,1.581,1.771,NA,NA,999999999,4.75853867664174
141,"ACE",2019,0.152582864124461,2055120,0.249847335439805,0.37,0.29,NA,NA,NA,10.697958627428
142,"MAIN",2019,1.10138000997269,3697013,1.12744851239725,1.183,1.157,NA,NA,NA,4.88033344998978
143,"MAIN",2019,0.652456187175984,1924264,0.335013989465274,0.424,0.392,NA,NA,NA,9.41257802719357
144,"MAIN",2019,1.09348332467488,3640545,0.933660382200734,0.982,1.104,NA,NA,NA,3.94108614272424
145,"ACE",2019,0.610921607972067,2009514,0.801779858026839,0.856,0.874,NA,NA,NA,9.58710977064881
146,"ACE",2019,0.349382633712569,1888036,0.554226677408281,0.849,0.806,NA,NA,NA,33.4972339297654
147,"MAIN",2019,1.30500449933363,2163335,1.43832114414956,1.698,1.875,NA,NA,NA,8.98107606958117
148,"ACE",2019,0.250049098931344,1287784,0.329255049354151,0.363,0.27,NA,NA,NA,15.8989675655739
149,"MAIN",2019,0.558600885742582,963125,0.75347147316331,0.86,0.821,NA,NA,NA,9.9974148084316
150,"MAIN",2019,0.566567219148878,1930566,0.336944970686641,0.587,0.459,NA,NA,NA,3.77526630705614
151,"MAIN",2019,1.63890261874092,1874587,6.47847378061831,1.593,1.61,NA,NA,NA,5.02241372805615
152,"ACE",2019,0.250002860134034,1076282,0.247670745597771,0.264,0.164,NA,NA,NA,5.1630492628668
153,"MAIN",2019,0.668471346790133,968463,0.79038877775948,0.879,0.808,NA,NA,NA,2.89197220711878
154,"ACE",2019,0.167452029995428,3064260,0.343872309496339,0.474,0.369,NA,NA,NA,22.8852928060941
155,"ACE",2019,0.251048465447642,1288010,0.330039354650065,0.336,0.273,NA,NA,NA,12.8623668205514
156,"ACE",2019,0.227633776624984,3156126,0.331995922892259,0.407,0.374,NA,NA,NA,23.2779269747106
157,"MAIN",2019,0.833888888308613,1582921,1.3544096469819,1.407,2.074,NA,NA,NA,5.06268339497268
158,"ACE",2018,0.250166545220158,1784233,0.38891120390423,0.35,0.301,NA,NA,NA,6.22355061247637
159,"ACE",2018,0.535694571668841,734899,0.568824643232613,0.576,0.493,NA,NA,999999999,3.81489894249719
160,"ACE",2018,0.227981102175676,3011350,0.136469854785805,0.155,0.26,NA,NA,NA,17.540921272907
161,"ACE",2018,0.369282006316613,1884195,0.599899320540237,0.841,0.798,NA,NA,999999999,16.1636816356124
162,"ACE",2018,0.351027926446823,49541,0.599893883376838,0.599,0.545,NA,NA,NA,34.1462240259932
163,"ACE",2018,0.602246202950035,398858,0.448780420300049,0.463,0.334,NA,NA,NA,3.8359155088046
164,"ACE",2018,0.4594686234542,18445,0.458636742446457,0.551,0.545,2140000,NA,NA,11.1565536864629
165,"ACE",2018,0.249764785903359,1601794,0.237705571745775,0.15,0.25,2140000,NA,NA,5.10249447917745
166,"ACE",2018,0.36835870023193,437488,0.534560791678458,0.554,0.427,NA,NA,NA,42.5653835562179
167,"ACE",2018,0.458642864930218,775413,0.78060070629876,0.875,1.021,NA,NA,NA,80.9674333876001
168,"ACE",2018,0.458119848420514,789304,0.497948828495133,0.618,0.596,NA,NA,NA,11.2175611502198
169,"ACE",2018,0.291432555156698,16340,0.331790897530905,0.389,0.392,NA,NA,NA,43.2190503051445
170,"ACE",2018,0.369822226842106,813473,0.699530373665515,0.707,0.443,NA,NA,NA,133.538409143316
171,"ACE",2018,0.605667546373517,832608,0.803554290321034,0.817,0.76,NA,NA,NA,5.89454089537522
172,"ACE",2018,0.555445375529611,740600,0.584302479892928,0.604,0.502,NA,NA,NA,8.26890076044071
173,"ACE",2018,0.465577336056177,723697,0.686303098220474,0.737,0.517,NA,NA,NA,140.352755545996
174,"ACE",2018,0.349719711167466,738955,0.470439896044828,0.551,0.44,NA,NA,NA,44.0899146104678
175,"MAIN",2018,0.43528680968207,799214,0.804314169125298,0.751,0.677,NA,NA,NA,83.389916480763
176,"ACE",2018,0.613705541252031,891046,0.598512422454665,0.627,0.63,NA,NA,NA,3.86517093910759
177,"ACE",2018,0.228105190926813,1256666,0.260040159888202,0.374,0.29,NA,NA,NA,19.9786353942211
178,"ACE",2017,0.561942351900068,3776,0.744133371074564,0.868,0.741,NA,NA,NA,9.22427965842727
179,"MAIN",2017,0.988387628951398,451161,1.06620860844399,0.827,0.882,NA,NA,NA,NA
180,"ACE",2017,0.250675832892632,1599948,0.499942570012331,0.609,0.446,NA,NA,NA,33.9366775251871
181,"ACE",2017,0.446362202126299,628658,0.361562499592728,0.33,0.304,NA,NA,NA,42.5529137223807
182,"ACE",2017,0.130172223868528,1791205,0.249777749835858,0.291,0.249,NA,NA,NA,42.5708639017308
183,"MAIN",2017,1.01064375666579,732245,1.246638778844,1.689,1.382,NA,NA,NA,4.96856418547664
184,"ACE",2017,0.128448380794161,1224086,0.19963488193467,0.206,0.163,11500000,NA,NA,19.2086238447393
185,"ACE",2017,0.249869633465003,1237975,0.201587506560472,0.149,0.255,NA,NA,NA,11.3314060364699
186,"MAIN",2017,0.631847095159756,212324,0.553386605148457,0.64,0.622,NA,NA,NA,5.61877484390978
187,"MAIN",2017,6.40362098261123,8689,1.51577461068801,6.509,1.646,NA,NA,NA,3.89314719623957
188,"ACE",2017,0.452140152057843,109535,0.671916561701847,0.759,0.673,NA,NA,NA,70.8003983466214
189,"ACE",2017,0.250068495553296,1818695,0.346204466868879,0.39,0.371,NA,NA,NA,16.3952224049801
190,"ACE",2017,0.249934868463053,1597081,0.332203005508987,0.389,0.369,NA,NA,NA,42.5938773513939
191,"MAIN",2017,1.18811321329705,238241,1.0771100776791,1.191,0.852,NA,NA,NA,4.33265307968423
192,"ACE",2017,0.557125987862177,733360,0.600687005962148,0.55,0.441,NA,NA,NA,3.70563511230271
193,"ACE",2017,0.249972091332665,1519223,0.200972513270599,0.246,0.255,NA,NA,NA,11.3521582644993
194,"ACE",2017,0.447602406369851,677119,0.400546027103988,0.33,0.302,NA,NA,NA,24.733490198822
195,"ACE",2017,0.249933048655304,1597701,0.15003015442159,0.234,0.254,NA,NA,NA,14.9004307262103
196,"ACE",2017,0.249975120982155,1605181,0.511320681092511,0.618,0.546,NA,16548,NA,6.54310248076185
197,"ACE",2017,0.250144959851687,3058461,0.345744083202362,0.594,0.506,NA,NA,NA,34.4979179449841
198,"MAIN",2017,1.18940458235717,752111,1.18181660353371,0.833,0.923,NA,NA,NA,10.2143721148852
199,"MAIN",2017,1.20967042386184,249809,1.13255684664992,1.239,1.133,NA,NA,NA,4.6106167865187
200,"ACE",2017,0.134683751800696,1269067,0.305533887066082,0.302,0.291,NA,NA,NA,42.768553859728
