"TICKER","MARKET","YEAR","LISTPRICE","VOLUMEIPODAY","OPENPRICEIPODAY","HIGHESTPRICEIPODAY","CLOSINGPRICEIPODAY","NEWSHARES","TOTALAPPLICATIONS","TOTALAPPLICATIONSHARES","TOTALBALLOTINGOSCBED"
18,"ACE",2022,0.319926073644609,1148651,0.28122674012623,0.329,0.305,NA,NA,NA,5.14906108151029
19,"ACE",2022,0.310049906082584,1146946,0.359389748109526,0.4,0.339,NA,NA,NA,17.0950197213309
20,"ACE",2022,0.319738156616313,2423866,0.701547390548297,0.705,0.671,NA,NA,NA,91.4101083327112
21,"ACE",2022,0.330404279361889,1036811,0.33070103396539,0.322,0.295,NA,NA,NA,17.4277714547955
22,"ACE",2022,0.495901062611684,2498465,0.649582887187034,0.705,0.644,28979031,NA,NA,13.7320233293207
23,"MAIN",2022,0.660782084089556,1632424,0.76701173907232,0.856,0.856,NA,NA,NA,26.6433140231711
24,"ACE",2022,0.280679798032195,1486400,0.495778190086889,0.398,0.403,NA,NA,NA,45.0672961704603
25,"ACE",2022,0.319502336872985,682527,0.33039002308948,0.273,0.228,NA,NA,999999999,50.1261818843678
26,"ACE",2022,0.300056051697969,2456124,0.700951641749111,0.736,0.555,NA,NA,NA,72.6937705431316
27,"ACE",2022,0.279957045067108,1615279,0.801907147083452,0.874,0.846,NA,NA,NA,176.183056464873
28,"ACE",2022,0.579735593981636,616135,0.746336319127158,0.82,0.732,NA,NA,NA,20.3950436662813
29,"ACE",2022,0.2602046759484,1622964,0.309481899195375,0.3,0.3,NA,NA,NA,17.5239877864123
30,"ACE",2022,0.500718117260456,2739951,0.600130889660873,0.836,0.786,NA,NA,NA,25.3160316381554
31,"ACE",2022,0.512555405281548,1503044,0.600193315429681,0.54,0.485,NA,NA,NA,39.4662260290129
32,"ACE",2022,0.299607671221911,1014758,0.331157547582321,0.294,0.161,NA,NA,NA,129.954034553078
33,"ACE",2022,0.259514802055161,1429542,0.357267623477682,0.522,0.464,NA,NA,NA,131.039004856682
34,"ACE",2022,0.299304142132555,1880549,0.260308728216439,0.274,0.263,NA,NA,NA,15.657160619144
35,"ACE",2022,0.259010815880145,1935164,0.699506113880519,0.72,0.63,NA,NA,NA,108.212405240523
36,"MAIN",2022,1.33598722735682,3974352,1.44821216346401,1.581,1.73,NA,NA,NA,28.0082631074854
37,"MAIN",2022,1.38810846339882,4193899,1.37908262353464,1.374,1.75,4673801,NA,NA,19.2838017560923
38,"ACE",2022,0.279083855472625,1438180,0.356942979972824,0.36,0.3,NA,NA,NA,51.1237751369348
39,"ACE",2022,0.300150620880519,1888424,0.388337765775754,0.39,0.465,NA,NA,NA,60.947948277745
40,"MAIN",2022,0.769862899028911,963710,0.64550711808598,0.706,0.487,NA,NA,NA,29.3562144082556
41,"ACE",2022,0.581308619004784,1438898,0.703341701973551,0.74,0.677,NA,NA,NA,20.6964963962481
42,"ACE",2022,0.280084375724597,2648188,0.393675686315753,0.468,0.472,NA,NA,NA,62.2860300668828
43,"ACE",2022,0.303563673269013,1052755,0.282899151163898,0.376,0.302,NA,NA,NA,31.6149826420773
44,"ACE",2022,0.284116528747418,1625917,0.314414542356544,0.298,0.313,NA,NA,NA,47.3536482217
45,"ACE",2022,0.260832451431369,1625993,0.496467119149981,0.387,0.291,NA,NA,999999999,133.083086719106
46,"ACE",2022,0.266771104810335,1944213,0.268061363193621,0.337,0.275,NA,NA,NA,119.099662496733
47,"MAIN",2021,1.008841939052,519014,1.12626604249945,1.402,1.741,NA,NA,NA,20.1478306879348
48,"ACE",2021,0.206467518542241,2056758,0.297810086754805,0.274,0.231,NA,NA,NA,55.1966843433035
49,"MAIN",2021,1.93935292399888,3536883,1.25648602247318,1.838,1.475,NA,NA,NA,3.08323635563663
50,"MAIN",2021,1.02766343598014,1914506,0.876006124051371,0.98,0.936,NA,NA,NA,37.3947700396576
51,"ACE",2021,0.343820358948966,654651,0.581828771026241,0.625,0.587,NA,NA,NA,56.6634095486123
52,"ACE",2021,0.443783128240514,2476716,0.655218302896803,0.82,0.785,NA,NA,NA,170.451760130528
53,"MAIN",2021,1.09461330983472,2217331,1.07151731087976,1.457,1.424,NA,NA,NA,13.6860404137281
54,"ACE",2021,0.231924022168553,2064033,0.589184949849421,0.65,0.668,NA,NA,NA,57.2570837142074
55,"ACE",2021,0.473640735944587,1500484,0.646266796491987,0.779,0.551,NA,NA,NA,138.694927027392
56,"ACE",2021,0.350229967963002,1149566,0.716831837851303,0.705,0.525,NA,NA,999999999,97.2447493772945
57,"ACE",2021,0.330366021838178,1159281,0.709852675568392,0.758,0.703,NA,NA,NA,88.4599272814671
58,"ACE",2021,0.480946133634857,1501845,0.60027304199836,0.555,0.494,NA,NA,NA,NA
59,"MAIN",2021,0.691266527345929,1144661,0.599943575554241,0.578,0.518,1719626,NA,NA,13.8467684743877
60,"ACE",2021,0.480450997614177,979180,0.777196827619261,0.875,0.761,NA,NA,NA,149.350297729769
61,"MAIN",2021,3.12055018435651,1854991,2.05320935200097,1.6,1.715,NA,NA,NA,27.2852330895473
62,"ACE",2021,0.230882721361594,3678951,0.348109456965567,0.398,0.341,NA,NA,NA,127.896351279679
63,"ACE",2021,0.230148224075397,1088138,0.679466099480932,0.705,0.53,NA,NA,NA,102.049563469461
64,"ACE",2021,0.480050783455697,1958829,0.599925108495854,0.708,0.646,NA,NA,NA,50.5709772362077
65,"MAIN",2021,0.732375984499685,1628558,0.780179532817241,0.82,0.858,NA,NA,NA,18.8486262193939
66,"MAIN",2021,0.700787778324768,1150364,0.614381605310862,0.618,0.588,NA,NA,NA,19.0064180423725
67,"ACE",2021,0.280236287982093,1492049,0.333162282318844,0.403,0.372,NA,NA,NA,57.3530632917161
68,"ACE",2021,0.3499566827009,1883115,0.571653933083154,0.634,0.448,NA,NA,999999999,21.2839053253688
69,"ACE",2021,0.229889060599066,2060380,0.201409127311333,0.213,0.249,NA,NA,NA,7.39135615704555
70,"MAIN",2021,0.677801216075067,976819,0.600029677285449,0.555,0.601,NA,NA,NA,14.1144999833035
71,"ACE",2021,0.349933034461473,2469922,0.600066877548722,0.7,0.672,NA,NA,NA,17.4918080202103
72,"MAIN",2021,1.06930384548155,1629400,1.46895922978306,1.708,1.751,NA,NA,999999999,42.0618692840794
73,"ACE",2021,0.279966252796243,1495748,0.854471700495326,0.918,0.825,NA,NA,NA,75.7338099464991
74,"ACE",2021,0.359520495523358,983471,0.721008134497643,0.789,0.556,NA,NA,NA,120.260871248067
75,"ACE",2021,0.279955264995243,2558179,0.347605835425509,0.445,0.386,NA,NA,NA,50.4773229743278
76,"MAIN",2021,0.750656525012817,1645321,0.720843840886383,0.797,0.685,NA,NA,NA,38.7195956868833
77,"MAIN",2021,0.967906017111305,560261,1.0365913357217,1.247,0.983,NA,NA,NA,25.9761436777209
78,"ACE",2021,0.329481067890503,2032296,0.300607102613945,0.3,0.333,NA,NA,NA,46.0192593652941
79,"ACE",2021,0.279623965484582,2591605,0.300964796765609,0.323,0.3,NA,NA,NA,59.6473973968012
80,"ACE",2021,0.320423404792338,1881912,0.678991429144784,0.762,0.559,NA,NA,NA,78.0891067828124
81,"ACE",2021,0.479585640745132,1978055,0.698339888129175,0.769,0.718,NA,NA,NA,92.8800567610442
82,"ACE",2021,0.323387075486303,2468495,0.336933935355548,0.55,0.573,NA,NA,NA,22.0245590214129
83,"MAIN",2021,0.684419905935901,977364,0.748905116356638,0.804,0.877,NA,NA,NA,40.2806362110912
84,"ACE",2021,0.480765565301067,994491,0.815894629154475,0.873,0.79,2165894,NA,NA,161.316648660788
85,"ACE",2021,0.329006369343942,1628972,0.348716608062945,0.384,0.306,NA,NA,NA,17.4734155276891
86,"ACE",2021,0.486790890953133,1505601,1.0117412534576,1.145,0.845,NA,NA,NA,123.909398745053
87,"ACE",2021,0.36157060157761,2823446,0.699181847154186,0.822,0.747,NA,NA,NA,94.2656904565943
88,"ACE",2021,0.349734711638295,2464628,0.599847034096776,0.692,0.443,NA,NA,NA,17.4592640759025
89,"ACE",2021,0.349510553935834,2465128,0.55139141008809,0.849,0.774,NA,NA,999999999,46.664209734394
90,"MAIN",2021,0.715115697250418,636435,0.510397136270316,0.662,0.527,31055359,NA,NA,3.2675751845901
91,"MAIN",2021,1.07953228977603,1453993,0.973352875288246,1.013,1.011,NA,NA,NA,40.7547543378488
92,"ACE",2021,0.686457286891994,1590781,0.75549025845706,0.878,0.807,NA,NA,NA,42.2663536212844
93,"ACE",2021,0.453521355350269,2858096,0.553756989786303,0.643,0.654,NA,NA,NA,52.9829612531862
94,"ACE",2021,0.336776688877775,1632008,0.683261704761373,0.747,0.515,16704696,NA,NA,178.830372993653
95,"ACE",2020,0.397392290110925,1062956,0.696521792462702,0.703,0.533,NA,NA,NA,33.601356634331
96,"ACE",2020,0.219012437358191,2066903,0.69043477273133,0.756,0.681,NA,NA,NA,65.548890081969
97,"ACE",2020,0.329297153377536,3128345,0.836043514676856,1.125,0.816,NA,NA,NA,11.3998316441818
98,"ACE",2020,0.479277080049884,1244717,0.801484728966642,0.815,0.767,NA,NA,999999999,83.0256323599396
99,"ACE",2020,0.300380438901175,1541358,0.300179094281704,0.308,0.311,NA,NA,NA,11.3451572583806
100,"ACE",2020,0.260489264667881,1550544,0.199176773983794,0.15,0.226,NA,NA,NA,14.4064541421199
101,"ACE",2020,0.330057990908668,2928949,0.67516081530283,0.731,0.565,NA,NA,NA,34.232733992577
102,"MAIN",2020,1.05753125310387,708435,0.894452315443594,1.025,0.853,NA,NA,NA,3.89836034782515
103,"MAIN",2020,1.03545939127896,977101,1.10969780001575,0.995,0.959,NA,NA,NA,3.90142643674488
104,"ACE",2020,0.280836829913635,1553595,0.424835722362502,0.566,0.509,NA,NA,NA,6.77224102114186
105,"ACE",2020,0.259936968864334,1552321,0.202607059693647,0.244,0.146,NA,NA,NA,11.860580757449
106,"ACE",2020,0.329853702834967,1553588,0.653502726326807,0.819,0.784,NA,NA,NA,66.2735527817497
107,"ACE",2020,0.415570851861248,1562905,0.599894194833982,0.599,0.522,NA,28657,NA,11.5501133954767
108,"MAIN",2020,1.04535689993561,1931492,1.55269241743239,1.759,1.518,NA,NA,NA,3.47874351467875
109,"ACE",2020,0.478961398494237,1899843,0.647798632630032,0.819,0.845,NA,NA,NA,34.2980542779351
110,"ACE",2020,0.250721652104878,1070028,0.353466518488599,0.35,0.297,NA,NA,NA,43.2000242043289
111,"ACE",2020,0.330839306146473,2965250,0.867492644036341,1.067,0.848,NA,NA,NA,85.2062940000209
112,"MAIN",2019,0.431982930886968,2870273,0.637480817615599,0.82,0.811,NA,NA,NA,79.9637357812553
113,"MAIN",2019,1.08774449155712,487614,1.49937016644888,1.317,1.625,NA,NA,NA,5.06456199188604
114,"ACE",2019,0.248551039529774,338264,0.324224179841916,0.299,0.289,NA,NA,NA,16.1686237399302
115,"ACE",2019,0.350680555777836,2894248,0.535045054795186,0.701,0.615,NA,NA,NA,22.7296746036197
116,"ACE",2019,0.300916631551926,280480,0.33205099938798,0.3,0.328,NA,NA,NA,11.3407357601803
117,"ACE",2019,0.611222843178019,1584642,0.602642820109526,0.677,0.44,NA,NA,999999999,13.216717144798
118,"ACE",2019,0.609283648879038,698485,0.547312618442751,0.574,0.435,NA,NA,NA,23.8609479961498
119,"ACE",2019,0.148685080779099,1077329,0.342941092791696,0.559,0.507,NA,NA,NA,12.3542380291894
120,"ACE",2019,0.579190626355693,591178,0.361420032898428,0.434,0.465,NA,NA,NA,13.4412129366294
121,"MAIN",2019,0.821061999489432,975934,1.47574418839346,1.584,1.748,NA,NA,NA,3.8824261887331
122,"ACE",2019,0.160050691197489,3802326,0.500904474906862,0.7,0.53,NA,NA,NA,16.020287718188
123,"ACE",2019,0.580790815825871,2002819,0.562476347575885,0.714,0.531,NA,NA,NA,2.81995916869302
124,"ACE",2019,0.300000455211137,1175793,0.500110784001216,0.58,0.5,NA,NA,NA,19.7269054737198
125,"ACE",2019,0.250018111111812,1275491,0.454987083463304,0.497,0.305,NA,NA,NA,11.0046586470926
126,"ACE",2019,0.606882605402024,533408,0.550748319370479,0.582,0.591,NA,NA,NA,24.1830006311419
127,"ACE",2019,0.299894888034301,372368,0.329808471764016,0.33,0.325,30681367,NA,NA,16.3017159331261
128,"ACE",2019,0.609137622619107,1926524,0.599935579786161,0.652,0.44,NA,NA,NA,3.74730836776338
129,"MAIN",2019,1.10338695695715,507641,0.93327011054964,1.043,0.905,NA,NA,NA,3.92399325570018
130,"ACE",2019,0.22897159359074,1104681,0.248745221965641,0.246,0.255,NA,NA,NA,16.7054991563162
131,"ACE",2019,0.578622263389446,713736,0.455121879737586,0.388,0.465,NA,NA,NA,5.84406564249691
132,"ACE",2019,0.230845865683172,4442724,0.247607301662891,0.274,0.259,NA,NA,NA,14.593783478453
133,"ACE",2019,0.171611465381859,2101288,0.498213008924771,0.844,0.76,NA,NA,NA,11.2446409934572
134,"ACE",2019,0.249661143307549,295646,0.195452849315875,0.281,0.252,NA,NA,NA,17.5790847639597
135,"ACE",2019,0.528025671742277,313307,0.469497811735994,0.393,0.35,NA,NA,NA,24.2746669646019
136,"ACE",2019,0.253090684410247,1197138,0.261466404312036,0.354,0.284,NA,NA,NA,17.982235713399
137,"ACE",2019,0.590216203722626,1681569,0.749771301312748,0.827,0.799,NA,NA,NA,3.77452967926327
138,"MAIN",2019,1.37113869407985,3325352,1.73295339326339,1.82,1.532,NA,NA,NA,3.6944816356926
139,"MAIN",2019,0.566542499038807,717792,0.36829869230015,0.386,0.287,NA,NA,999999999,48.4103097374336
140,"ACE",2019,0.350455207309994,1300769,0.659054336453954,0.702,0.581,NA,NA,NA,69.076021075729
141,"ACE",2019,0.353421329001659,934240,0.743633716084204,0.817,0.762,NA,NA,NA,35.9234261847012
142,"ACE",2018,0.600761059806889,871420,0.73335467615399,0.818,0.836,NA,NA,NA,3.71343938102561
143,"ACE",2018,0.22904626674066,1513484,0.250854466803873,0.246,0.204,NA,NA,NA,10.6192304764559
144,"ACE",2018,0.348553615252887,722544,0.383792983576381,0.397,0.461,NA,NA,NA,15.8433211803626
145,"ACE",2018,0.456444918386066,38125,0.745791329665459,0.852,0.858,NA,NA,NA,65.6254684253939
146,"MAIN",2018,1.28160015235684,734284,1.33374990881548,1.36,1.541,NA,NA,NA,4.79512412081518
147,"ACE",2018,0.541611140245345,813574,0.700314229459536,0.701,0.545,NA,NA,NA,2.32574024553843
148,"ACE",2018,0.607806395271085,783543,0.793299088077684,0.752,0.674,NA,14628,NA,9.35648632827724
149,"ACE",2018,0.549086552350501,736783,0.555228552268,0.648,0.44,NA,NA,NA,5.23669232757091
150,"ACE",2018,0.611009581758157,1874162,0.653297874348712,0.725,0.663,24296217,NA,NA,5.4452488210204
151,"ACE",2018,0.350832639213917,37526,0.744025861599871,0.869,0.843,NA,NA,NA,81.5202418653844
152,"ACE",2018,0.250679645995606,1255747,0.235048685591517,0.194,0.254,9811590,NA,NA,24.2874355167971
153,"ACE",2018,0.289999624457943,1885853,0.257847935466535,0.371,0.266,NA,NA,NA,11.3529882704657
154,"MAIN",2018,0.791426215069804,36083,1.35917086040325,1.528,1.678,NA,NA,NA,8.72632378129326
155,"ACE",2018,0.349955713852586,876338,0.802516475650063,0.874,0.76,NA,9635,NA,65.4574822106444
156,"ACE",2018,0.551396721445686,877309,0.750630093114381,0.893,0.785,NA,NA,NA,3.72761148165203
157,"ACE",2018,0.368538922200922,414693,0.547281594838241,0.555,0.529,NA,NA,NA,6.33111946889248
158,"ACE",2018,0.550906804019603,34470,0.498723922679537,0.555,0.52,NA,NA,NA,3.73785612517886
159,"MAIN",2018,0.86345362563864,883834,1.24329500622835,1.594,1.287,NA,NA,NA,5.07460239503875
160,"ACE",2018,0.249960375265758,1263368,0.392087460491714,0.436,0.466,NA,NA,NA,12.8624286632226
161,"ACE",2018,0.230019755968303,2997147,0.142991717464801,0.206,0.16,NA,NA,NA,11.3373680228743
162,"ACE",2018,0.249991658414283,1515599,0.249415254429088,0.173,0.166,NA,26266,NA,11.3439686293546
163,"ACE",2018,0.229444587225369,1527142,0.329479607652208,0.299,0.306,NA,NA,NA,17.4425394065004
164,"ACE",2018,0.460645905165341,737387,0.458125975417691,0.35,0.331,NA,NA,NA,39.8736348527625
165,"ACE",2018,0.180906175699922,1601349,0.306980071596076,0.35,0.27,NA,NA,NA,16.4532768293771
166,"ACE",2018,0.550493257135815,828847,0.750018123357777,0.862,0.741,NA,NA,NA,13.5951906375901
167,"ACE",2018,0.620470655349011,728799,0.58069028937832,0.588,0.504,NA,NA,NA,3.00041805787031
168,"MAIN",2018,1.12647010518614,737568,1.16291489120498,0.951,0.971,NA,NA,NA,9.66869745089918
169,"ACE",2018,0.18629475921491,1217756,0.499153739259083,0.553,0.512,NA,NA,NA,7.77868939421721
170,"ACE",2018,0.466477004499165,1887046,0.575140747014373,0.7,0.454,NA,NA,NA,23.3506112768737
171,"ACE",2018,0.190494244415993,1232905,0.154775824874687,0.222,0.256,NA,NA,NA,24.3723449037653
172,"ACE",2018,0.552443835861878,839285,0.599781692534068,0.556,0.489,NA,NA,NA,10.1269708426201
173,"ACE",2018,0.236789643841489,1830783,0.212651860966283,0.253,0.223,NA,NA,NA,14.7602933345005
174,"ACE",2018,0.196800481809224,1266509,0.252692863465367,0.303,0.321,NA,NA,NA,15.0039946533869
175,"ACE",2018,0.380749773288083,902351,0.723122675448184,0.744,0.692,NA,NA,NA,34.8248428344992
176,"ACE",2017,0.55618018670645,1341914,0.783274227242096,0.811,0.781,NA,NA,NA,NA
177,"ACE",2017,0.127145657609337,1510245,0.190765814237123,0.244,0.138,NA,NA,NA,58.2859192257723
178,"ACE",2017,0.243820457563385,1737408,0.302891135873819,0.349,0.308,NA,NA,NA,63.7583647809693
179,"ACE",2017,0.131647786564127,1513024,0.201609487378517,0.232,0.161,NA,NA,999999999,64.8667219853239
180,"ACE",2017,0.356847815140198,226709,0.55503059952877,0.61,0.421,NA,NA,NA,65.1734236425117
181,"MAIN",2017,0.639092534865541,238538,0.600443565291846,0.649,0.523,NA,NA,NA,3.83074743128537
182,"ACE",2017,0.358968198773064,142646,0.576300833880028,0.649,0.539,NA,NA,NA,24.4850433871134
183,"ACE",2017,0.250827614981308,1594955,0.329146898019436,0.271,0.235,NA,NA,NA,65.0779537555172
184,"ACE",2017,0.560746406139958,49697,0.744183665347805,0.816,0.859,NA,NA,999999999,8.27404843292514
185,"ACE",2017,0.250223087995196,1598109,0.139823162301444,0.245,0.24,NA,NA,NA,24.5812711793692
186,"MAIN",2017,1.17292806817073,737025,1.36871402210571,1.374,1.574,NA,NA,NA,5.06560065856053
187,"ACE",2017,0.449347949449725,735513,0.579233494341171,0.555,0.479,NA,NA,NA,4.09085007944555
188,"MAIN",2017,4.81626027684854,456165,1.58039193889276,1.854,1.724,1554853,NA,NA,9.085243444179
189,"MAIN",2017,1.22931226519576,249112,1.29902947806659,1.59,1.751,NA,NA,NA,5.09239603292682
190,"ACE",2017,0.359608321731566,171423,0.581466009856912,0.555,0.483,NA,NA,NA,65.0830698741085
191,"ACE",2017,0.451484389239563,734794,0.361627933991895,0.413,0.344,NA,NA,NA,65.2674616947698
192,"ACE",2017,0.249879003835591,3032104,0.305340814560836,0.331,0.317,NA,NA,NA,4.27295246296205
193,"MAIN",2017,6.26464525621827,738178,1.44616501419742,1.371,1.723,NA,NA,NA,4.97643515724277
194,"MAIN",2017,1.27308224452596,93807,1.10488224288305,1.004,1.183,NA,NA,NA,4.5335736901965
195,"ACE",2017,0.249580863168226,1793278,0.196159858142919,0.277,0.217,NA,NA,NA,42.62355040373
196,"MAIN",2017,6.78273976851321,189004,1.3616680854392,1.586,1.342,NA,NA,NA,3.98231656103234
197,"ACE",2017,0.138903429115111,1606730,0.129696624825976,0.239,0.183,NA,NA,NA,24.8125266511763
198,"MAIN",2017,6.67385372044472,208546,6.40054276655128,1.595,1.75,NA,NA,NA,3.60541336683103
199,"MAIN",2017,6.48786583389007,753187,1.42698393257063,1.795,1.367,NA,NA,NA,3.663561118547
200,"MAIN",2017,1.36372154558531,263974,1.70909223411598,1.645,1.389,NA,NA,NA,1.50766071861745
